,Time,entropy,KL_prior,log_prob,cal_err,map_err,MMD,KL,KL_rev,RMSE,RMSE_true
0,7.05718994140625e-05,-inf,0.14640449100980632,-inf,1.345313197121603,1.4333895256542402,0.27278895932245106,1.7135190165798273,0.367070797998882,0.6197676067695461,0.6148126751199682
1,45.16537523269653,-inf,0.2131752963834904,-inf,1.345398425022348,1.45943056715906,0.26152493110204844,1.6677210761853094,0.3050479813901373,0.6175832954851488,0.61319551737345
2,91.46622943878174,-inf,0.333856406331018,-inf,1.2802541933779,1.8050928716725958,0.24421912595818024,1.6177994249333008,0.15993669706531427,0.6163984032287764,0.6157965231712252
3,148.5129976272583,-inf,0.41058532792301466,-inf,1.168105264235908,1.682619909661899,0.26818177771370433,1.7068342471231446,0.2595298557588719,0.6263988306653188,0.617006892236051
4,203.71023416519165,-inf,0.2549433103664915,-inf,1.0866600405951499,1.5889122886883909,0.2858098972651382,1.7794259518788296,0.29665237674095174,0.6158494219607464,0.6081909997950469
5,254.95021986961365,-inf,0.5614297873605658,-inf,1.1251109494055713,1.3917400709595282,0.18778817661405225,1.330270561068367,0.0694336013653813,0.6027375562669218,0.6025903396102722
6,308.8422706127167,-inf,0.5947507569473528,-inf,1.0490485915310066,1.3257404607232528,0.1829300209393235,1.2704358483257863,0.045348566580676763,0.599757135248658,0.6008972316256843
7,366.4146649837494,-inf,0.5757005677347201,-inf,1.1059654313045741,1.3900908688134606,0.19262125628056692,1.3267126926775383,0.067013096496258,0.6002474411213659,0.6008712613596677
8,432.09249114990234,-inf,0.5005204036694132,-inf,1.234710832896772,1.3037167221720354,0.19359097427897567,1.2821710951795908,0.053037462664770205,0.5984689466900817,0.5959785720453188
9,495.1887104511261,-inf,0.4776265752273484,-inf,0.9690994419477372,1.089382603509032,0.19328881917964458,1.2961595163383266,0.07580715912124765,0.6089138158628205,0.6053055580839206
10,561.0818417072296,-inf,0.48880124482787574,-inf,0.8863299896388303,1.1827975244741122,0.20219370488679647,1.3234941882849443,0.10971067406413727,0.5981982816673123,0.5950290716543094
11,633.3524987697601,-inf,0.477427724031007,-inf,0.9562888114784729,1.1532839142461067,0.20161259926011815,1.3362658211706655,0.14621974288649991,0.5945668200810653,0.5942024649781856
12,709.6627867221832,-inf,0.4775537719444125,-inf,0.9582183839191794,1.1178496823501736,0.20127921155219303,1.3257213311417844,0.12538641245407262,0.5920333556913704,0.5877224096703711
13,781.9951043128967,-inf,0.4602698300179458,-inf,0.9980928982827039,1.3271221451159063,0.20825495226960877,1.2764002649626154,0.0705971096418238,0.5885188354982845,0.5835040200915182
14,882.4879190921783,-inf,0.5143292017441181,-inf,0.9891243955663436,1.1908969938720266,0.20863912093582168,1.3398906080576696,0.14080685898889364,0.5873512323138737,0.5852626343513752
15,1000.1563456058502,-inf,0.5447828750168856,-inf,1.038691377764627,0.9876880139387116,0.20110976198457403,1.240003007657853,0.10271808380374724,0.5853127634366385,0.5838761993682177
16,1149.0031926631927,-inf,0.5568659733571766,-inf,0.9577390560682009,1.1915549941638068,0.2059082005863522,1.2764876032811436,0.10877201438925829,0.584685112700813,0.5820362360195055
17,1251.1522645950317,-inf,0.5875609415892001,-inf,0.9895858236232086,1.2097642382608178,0.19783209051761746,1.1982159221307083,0.09137553249462464,0.582708181844699,0.5792598006570433
18,1360.0836248397827,-inf,0.601287932614506,-inf,1.0150654311562428,1.2126299346163432,0.18735299599416103,1.172293741151441,0.05271937602505557,0.5826537860097666,0.5803435441412007
19,1775.788415670395,-inf,0.6524769784102565,-inf,0.9533340074998267,1.2594536556383824,0.1869896249066697,1.180430946241409,0.05049001701352579,0.5805765764209767,0.5789395058186539
20,1876.1460378170013,-inf,0.5930148994685123,-inf,1.0481154937175732,1.7854319479551906,0.185830262956497,1.1876502025395723,0.10330591431748506,0.5801852671648983,0.5560872751650119
21,1976.9800975322723,-inf,0.5532644674417007,-inf,1.0334208980705966,1.8044039543511317,0.1917720400671648,1.2084214831350484,0.11471713487158887,0.5756208341110468,0.5547353081407781
22,2096.2670192718506,-inf,0.5233488697487815,-inf,1.0848740133706336,1.7388799935281725,0.20046533856480714,1.2124588993732914,0.1384451951144956,0.5766616408271985,0.5464739857800209
23,2260.692228794098,-inf,0.5994966599779108,-inf,1.064087296651735,1.133254316897945,0.20019531948134553,1.192786004173482,0.12622226631115382,0.5850864753242263,0.5810561867446737
24,2475.983355998993,-inf,0.6272133765712881,-inf,1.075663472464956,1.2922678749883982,0.19048520375077288,1.2081412286401245,0.08419867967926925,0.5828003873000396,0.5756642683782142
25,2604.134062051773,-inf,0.5983761250894393,-inf,1.0624783163339817,1.4274845346375595,0.21063812597253312,1.2373912191929008,0.11916601404178047,0.5823725834955817,0.5692485996014498
26,2723.827471971512,-inf,0.6185204489822133,-inf,1.069241655023866,1.4157604071060121,0.1899586688918063,1.1434942552259362,0.057014862496255564,0.5813063853781186,0.5697694031985928
27,2863.5957810878754,-inf,0.610237718705024,-inf,1.0493319711091718,1.4948941686680748,0.19724671616073158,1.135331459827322,0.06191067464468312,0.5824381216558343,0.5665539493583429
28,2998.9947080612183,-inf,0.5792461087294788,-inf,1.0940794295022964,1.4735149304675585,0.2017430535748237,1.204788890600318,0.06435740643010776,0.5790203049087476,0.5615977018789805
29,3147.1638045310974,-inf,0.6389821900140857,-inf,1.0845467096262498,1.5545406710174563,0.20097845971413533,1.1795370334326674,0.14392939840705876,0.5819338368940038,0.577812143405447
